instance_name,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,action_1,action_2,epsilon,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7
dubinsrejoin_case_safe_0.vnnlib,-0.07363293859864659952,0.19469125193023273379,-0.56519762228548264815,0.10323546068735954540,0.49999999999999988898,0.00000000000000004163,0.32498538038295438080,-0.37997960805462499545,0,4,1.0,0,0,0,0,0,0,0,0
dubinsrejoin_case_safe_1.vnnlib,-0.07363293859864661339,0.19469125193023273379,-0.56519762228548264815,0.10323546068735955927,0.49999999999999983347,0.00000000000000004163,0.32498538038295438080,-0.37997960805462499545,0,4,1.0,0,0,0,0,0,0,0,0
