instance_name,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,action,epsilon,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7
lunarlander_case_safe_19.vnnlib,-0.37586403000000001562,0.08535468999999999695,-0.08749537999999999760,-0.00669874699999999795,0.01261930700000000148,0.05797951700000000125,0.00000000000000000000,0.00000000000000000000,3,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_2.vnnlib,-0.86953574000000000144,0.04220967999999999942,1.62782169999999992704,-0.47031233000000000066,-0.40887501999999997793,-0.00000000298567259804,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_21.vnnlib,-0.88172939999999999650,0.05013643200000000161,0.49370680000000000121,-0.14264240000000000252,-0.40887514000000002579,0.00000000629611000141,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,1,1,1,0,0,0
lunarlander_case_safe_22.vnnlib,-0.80107737000000001082,0.12094653399999999444,0.16404425999999999730,-0.03657847000000000182,-0.04220496499999999707,0.02717447800000000191,1.00000000000000000000,1.00000000000000000000,0,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_23.vnnlib,-0.88995880000000004983,0.05548625799999999664,1.13529560000000007136,-0.32801107000000001568,-0.40887531999999998655,-0.00000000334770969973,1.00000000000000000000,0.00000000000000000000,1,1.0,0,0,1,1,0,0,0,0
lunarlander_case_safe_24.vnnlib,-0.78644380000000002617,0.04544857499999999106,0.02331999900000000098,-0.04526601399999999331,-0.02627473099999999562,-0.06504000999999999533,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
lunarlander_case_safe_25.vnnlib,-0.87714329999999995913,0.04715510500000000271,0.40867954000000000780,-0.11807621000000000089,-0.40887508000000000186,0.00000000153025080107,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,1,1,1,0,0,0
lunarlander_case_safe_26.vnnlib,-0.72945945999999994847,0.04799352600000000163,4.11877668805647534356,-0.04742457700000000248,-0.00973315900000000164,-0.07155786999999999565,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_27.vnnlib,-0.63230569999999997055,0.11922813000000001549,0.02412209499999999618,-0.00747825619999999830,0.09426445499999999700,-0.03996832000000000162,1.00000000000000000000,1.00000000000000000000,0,1.0,0,0,1,1,1,0,0,0
lunarlander_case_safe_29.vnnlib,-0.84266240000000003363,0.07782047999999999743,0.02556060300000000118,-0.03223315599999999892,-0.00582269069999999909,-0.01410738800000000195,1.00000000000000000000,1.00000000000000000000,0,1.0,0,0,1,1,1,1,0,0
lunarlander_case_safe_30.vnnlib,-0.88016700000000003268,0.04912076999999999416,0.67260176000000004848,-0.19432895999999999503,-0.40887519999999999420,0.00000000527300100112,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,1,1,0,0,0,0
lunarlander_case_safe_31.vnnlib,-0.84265584000000004483,0.07769430400000000569,0.02727637600000000495,-0.03419668599999999697,0.04176193000000000266,-0.01164408999999999757,1.00000000000000000000,1.00000000000000000000,0,1.0,0,0,1,1,1,0,0,0
lunarlander_case_safe_32.vnnlib,-0.78614709999999998757,0.04489647000000000082,0.04465013699999999947,-0.06416897500000000309,-0.02964763000000000120,-0.10374688999999999439,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
lunarlander_case_safe_33.vnnlib,-0.88606240000000002777,0.05295318000000000247,0.70632505000000000983,-0.20407232999999999623,-0.40887522999999997841,-0.00000000065718089998,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,1,1,0,0,0,0
lunarlander_case_safe_34.vnnlib,-0.78629269999999995555,0.04568074600000000124,0.02460258600000000268,-0.04671847400000000289,-0.11866028000000000686,-0.07382635999999999366,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
lunarlander_case_safe_36.vnnlib,-0.91993314000000003805,0.07497154000000000318,0.06562084999999999446,-0.01895925799999999967,-0.40887505000000001765,0.00000000011386539628,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_37.vnnlib,-0.86325149999999994943,0.06334692000000000101,0.03926616000000000134,-0.02817127499999999909,-0.10533699000000000534,-0.15990067999999998949,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
lunarlander_case_safe_38.vnnlib,-0.76785550000000002413,0.02501443399999999512,-3.29730201867512606739,-0.06063592799999999866,-0.05948638500000000273,-0.07658547000000000271,1.00000000000000000000,1.00000000000000000000,3,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_39.vnnlib,-0.72944059999999999455,0.04820474200000000181,0.03023582999999999826,-0.04719923799999999753,-0.05607613999999999654,-0.07363906000000000618,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
lunarlander_case_safe_40.vnnlib,-0.87291560000000001374,0.04440709200000000911,0.46849886000000007247,-0.13535928999999999323,-0.40887469999999997983,0.00000000302766699906,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,1,1,1,0,0,0
lunarlander_case_safe_41.vnnlib,-0.76782167000000001167,0.02498010200000000056,0.02869993399999999986,-0.06127521999999999830,-0.10523021999999998544,-0.07667818999999999330,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
lunarlander_case_safe_42.vnnlib,-0.90354330000000004919,0.06431694999999999773,0.06199268599999999130,-0.01791100600000000015,-0.40887501999999997793,0.00000000793501100244,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_43.vnnlib,-0.70596754999999999924,0.11937332999999999972,0.01098722600000000098,-0.00166373179999999843,0.09514722999999999931,-0.01359621199999999815,1.00000000000000000000,1.00000000000000000000,0,1.0,0,0,1,1,1,0,0,0
lunarlander_case_safe_44.vnnlib,-0.63229310000000005232,0.11921840999999999688,0.02463710699999999837,-0.00777101049999999807,0.04496245499999999840,-0.04106186299999999706,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,0,0,0
lunarlander_case_safe_46.vnnlib,-0.72165990000000002080,0.02903431500000000151,0.03152510000000000034,-0.05992804999999999660,-0.01041679900000000089,-0.03121346599999999874,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
lunarlander_case_safe_47.vnnlib,-0.81507969999999996258,0.02862676200000000004,0.11150993400000000499,-0.06258537000000000128,-0.15137048000000000170,-0.22873092000000000423,1.00000000000000000000,1.00000000000000000000,1,1.0,1,0,1,1,1,1,0,1
lunarlander_case_safe_48.vnnlib,-0.89052796000000000731,0.05585675999999999836,0.05518685699999999889,-0.01594465999999999939,-0.40887639999999997320,-0.00000000543264899733,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_49.vnnlib,-0.82649033999999999001,0.08119212000000000651,0.22008896000000000015,-0.07501252999999999393,-0.02957923199999999697,0.14696774000000001337,1.00000000000000000000,1.00000000000000000000,0,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_5.vnnlib,-0.87850433999999999468,0.04803987600000000913,1.12129699999999998816,-0.32396652999999997480,-0.40887496000000000951,0.00000000578917699889,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_50.vnnlib,-0.89755609999999996784,0.06042495700000000136,0.05829479499999999648,-0.01684260599999999608,-0.40887526000000001813,0.00000000100457730329,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_52.vnnlib,-0.72421217000000004393,0.03620790000000000119,-0.04957675000000000276,0.06287231999999999543,0.10447127999999999970,0.05816998999999999087,1.00000000000000000000,1.00000000000000000000,0,1.0,0,0,1,1,1,0,0,0
lunarlander_case_safe_53.vnnlib,-0.62241875999999995983,0.08001087599999999467,0.03119426000000000143,-0.02831931000000000032,0.08371196999999999666,0.05749822799999999845,1.00000000000000000000,1.00000000000000000000,0,1.0,0,0,1,1,1,0,0,0
lunarlander_case_safe_55.vnnlib,-0.90863360000000004124,0.06762614999999999599,0.06614058000000000437,-0.01910941899999999555,-0.40887529999999999708,-0.00000000058954696680,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_56.vnnlib,-0.92265850000000004805,0.07674337000000000519,0.06849407000000000412,-0.01978939400000000182,-0.40887514000000002579,0.00000000015207499149,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_57.vnnlib,-0.72940563999999996625,0.04817949200000000431,0.03028871699999999972,-0.04778698499999999016,-0.10221182600000000562,-0.07373618999999999313,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
lunarlander_case_safe_58.vnnlib,-0.91298970000000001512,0.07045791999999999333,0.06684495499999999757,-0.01931292700000000057,-0.40887508000000000186,0.00000000763809600290,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_59.vnnlib,-0.92497545000000003235,0.07824955999999999579,0.07040366000000000679,-0.02034111499999999989,-0.40887496000000000951,0.00000000601668759953,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_6.vnnlib,-0.88591193999999995334,0.05285526399999999903,0.83994544000000004313,-0.24267810000000000770,-0.40887499999999998845,-0.00000000209843699361,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,1,0,0,0,0,0
lunarlander_case_safe_60.vnnlib,-0.91672003000000001904,0.07288292000000000381,0.06718994000000000355,-0.01941260300000000050,-0.40887526000000001813,-0.00000000043548333689,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_62.vnnlib,-0.62238530000000003017,0.07998419599999999352,0.03314322199999999996,-0.02861736299999999983,-0.01091798700000000226,0.05508785300000000607,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
lunarlander_case_safe_63.vnnlib,-0.92697655999999994947,0.07955038999999999860,0.06889025999999999483,-0.01990386099999999492,-0.40887517000000001000,0.00000000560161340230,1.00000000000000000000,1.00000000000000000000,1,1.0,0,0,0,0,0,0,0,0
lunarlander_case_safe_66.vnnlib,-0.67580620000000002356,0.05269018200000000207,0.03370350600000000113,-0.04660842199999999658,-0.00987781099999999850,-0.00288481130000000155,1.00000000000000000000,1.00000000000000000000,0,1.0,1,0,1,1,1,1,0,0
